ID,name,datetime,allbox,firstweekbox,firstdaybox,watchcount,comment_number,long_comment_number,short_avg_emotion,long_avg_score,score,tagscore,enviroment,isChinese,runtime,effect
26277313,西游记之大圣归来,2015-07-10,94291.5,8476.8,1776.0,53648,195553,5052,4.23532,3.95172,8.3,6,6,1,89,1
26280528,从你的全世界路过,2016-09-29,81333.703,31129.4,7409.8,240303,102611,3745,1.84262,3.08389,5.3,5,4,1,113,7
26284595,大话西游3,2016-09-14,36552.102,25102.801,4194.4,287204,22337,747,1.40415,2.06376,4.0,7,4,1,93,9
26289144,滚蛋吧！肿瘤君,2015-08-13,51044.5,18515.6,4046.7,99111,106002,1854,3.65516,3.89041,7.4,5,6,1,128,7
26290365,恶棍天使,2015-12-24,64853.898,50869.199,15242.5,511658,43342,962,1.03376,2.01365,4.3,2,3,1,124,6
26309788,金刚：骷髅岛,2017-03-24,115891.602,50105.699,15064.0,85314,65339,1178,1.57443,3.33673,6.5,7,4,0,119,9
26311973,唐人街探案,2015-12-31,82333.602,39792.398,9186.5,142841,185008,1882,2.68216,3.85235,7.7,8,3,1,135,11
26322792,北京遇上西雅图之不二情书,2016-04-29,78537.602,35500.5,11024.7,307383,76549,2247,3.02946,3.16554,6.4,5,7,1,131,5
26325320,血战钢锯岭,2016-12-08,42581.898,11765.5,1758.1,32064,171052,4048,3.59343,3.79264,8.7,5,4,0,139,3
26334559,澳门风云3,2016-02-08,111639.797,79158.398,17605.199,528350,41533,417,1.19708,2.17288,4.3,5,12,1,112,10
26336252,碟中谍6：全面瓦解,2018-08-31,124523.0,53082.102,16823.4,242120,141476,971,3.52139,4.05743,8.1,6,13,0,147,5
26336253,使徒行者,2016-08-11,60538.398,24044.6,5700.4,165123,57328,731,2.22304,3.55743,6.9,9,7,0,109,8
26342391,紧急救援,2020-12-18,48525.398,23554.699,6982.2,651545,33792,749,2.83674,2.77703,6.2,4,6,1,134,5
26354336,爵迹,2016-09-30,38252.0,19794.699,5872.4,394616,58762,1408,1.12232,2.40134,3.9,3,6,1,121,7
26363254,战狼2,2017-07-27,569361.0,99680.0,10211.8,411940,287084,9643,2.67619,2.9798,7.1,5,10,1,123,9
26366465,我的少女时代,2015-11-19,35893.102,10728.4,2068.9,54553,161653,3439,3.38397,3.82333,7.8,5,3,1,134,3
26366496,邪不压正,2018-07-13,58351.699,31540.301,12217.8,215617,201364,4526,2.20625,3.58562,7.0,8,8,1,137,10
26374197,蜘蛛侠：平行宇宙,2018-12-21,42753.199,17948.199,4402.6,105401,154400,979,4.38823,4.18213,8.6,9,10,0,116,1
26378579,王牌特工2：黄金圈,2017-10-20,47427.5,26370.4,7831.4,244337,96483,1185,2.51985,3.21622,6.9,7,7,0,141,3
26387939,摔跤吧！爸爸,2017-05-05,129932.0,8684.9,1576.5,27412,304647,8401,3.44731,4.37037,9.0,5,4,0,161,3
26389069,铁道飞虎,2016-12-23,69929.102,21707.6,5276.4,58366,29948,912,2.30127,3.29054,5.2,5,4,1,124,8
26389696,大闹天竺,2017-01-28,75611.398,31173.1,18795.6,241535,40868,982,1.65871,2.47492,3.7,7,9,1,100,9
26394152,大黄蜂,2019-01-04,114972.898,40559.898,11102.0,169967,110363,1301,2.22455,3.30537,7.0,8,12,0,114,0
26416062,侏罗纪世界2,2018-06-15,169590.703,73436.5,20246.0,621367,104608,1241,2.3451,3.22222,6.7,8,10,0,128,4
26421030,百团大战,2015-08-28,40809.898,13484.8,3733.8,18196,6369,117,1.86224,3.09375,5.3,2,6,1,111,2
26425063,无双,2018-09-30,127378.203,5482.4,5481.9,125425,247230,3007,3.00379,3.41137,8.1,12,5,1,130,8
26425068,追龙,2017-09-30,57725.602,9520.2,4051.8,41536,83279,1132,2.34257,3.52218,7.2,6,4,0,128,6
26426194,巨齿鲨,2018-08-10,105373.203,34784.602,10663.1,410200,62798,768,1.95888,2.83,5.7,7,8,0,115,6
26430636,狂暴巨兽,2018-04-13,100396.398,35025.199,9459.2,160742,45200,496,2.44899,3.4898,6.4,8,5,0,107,5
26575103,捉妖记2,2018-02-16,223721.297,120446.297,54685.898,668983,110553,1276,2.15574,2.50877,5.0,8,13,1,110,7
26586766,勇敢者游戏：决战丛林,2018-01-12,49196.199,25835.199,7442.0,101214,53346,492,3.52418,3.81633,6.8,9,13,0,119,3
26606743,嫌疑人x的献身,2017-03-31,40185.602,16045.6,4647.9,96194,91417,4146,1.74988,3.34228,6.3,9,6,1,112,4
26630781,我不是潘金莲,2016-11-18,48279.398,20547.6,7027.3,185572,79528,3608,2.00658,3.39394,6.7,5,4,1,140,7
26636712,蚁人2：黄蜂女现身,2018-08-24,83156.297,46499.5,15449.2,319327,114666,482,3.91897,3.70205,7.3,8,13,0,118,1
26661193,我在时间尽头等你,2020-08-25,50540.898,42074.801,27820.301,642546,20048,486,2.30671,2.09764,5.5,5,9,1,115,2
26662193,前任3：再见前任,2017-12-29,194188.703,28359.1,6449.2,250058,130215,4933,2.03028,2.77104,5.5,5,4,1,120,4
26667010,X战警：黑凤凰,2019-06-06,40924.398,30886.199,8019.5,307488,75792,854,2.36439,2.4898,5.8,8,10,0,114,3
26683290,你的名字。,2016-12-02,57571.301,28656.6,7632.4,277114,304598,6166,3.37297,4.37584,8.4,7,6,0,106,6
26683723,后来的我们,2018-04-28,136154.094,56241.699,28556.6,911022,128539,5373,2.60229,2.81419,5.9,6,5,1,120,6
26698897,唐人街探案2,2018-02-16,339775.906,99047.703,34076.301,463427,250839,4030,2.26582,2.75086,6.6,8,13,1,121,9
26748673,拆弹专家,2017-04-28,40054.898,18168.801,4743.8,49007,42675,804,2.5402,2.97643,6.3,9,4,1,120,4
26752088,我不是药神,2018-07-05,310001.688,123811.5,15972.7,164738,513425,16935,3.32436,4.18118,9.0,5,8,1,117,9
26754233,八佰,2020-08-21,311073.688,63918.602,14167.7,518898,205870,5602,2.78798,3.0931,7.6,5,9,1,147,6
26774033,幕后玩家,2018-04-28,35861.301,9514.7,4366.9,69050,53901,847,2.71074,2.87919,5.7,9,5,1,114,7
26794435,哪吒之魔童降世,2019-07-26,503539.688,66506.797,14449.8,172113,580111,13672,3.27372,3.63087,8.4,8,8,1,110,5
26804147,摩天营救,2018-07-20,66980.898,32922.301,9067.3,118066,47528,441,2.67436,3.32993,6.3,6,8,0,102,3
26826330,刺杀小说家,2021-02-12,81224.602,31399.4,13738.5,500948,158400,3384,3.34619,3.68792,7.0,7,11,1,130,6
26826398,杀破狼·贪狼,2017-08-17,52291.102,28012.301,6323.5,184885,50088,1212,3.16379,3.74061,7.1,6,7,0,101,6
26831711,熊出没·奇幻空间,2017-01-28,52113.5,10119.9,5195.0,29669,4784,202,3.67923,3.9433,6.4,2,9,1,90,1
26835471,大侦探皮卡丘,2019-05-10,64069.801,27822.5,7642.2,280645,127544,681,2.66071,3.28136,6.5,7,7,0,104,2
26861685,红海行动,2018-02-16,365094.906,46500.301,12951.1,162042,275863,6048,3.49822,4.14726,8.3,5,10,1,138,6
26862259,乘风破浪,2017-01-28,104604.602,12921.3,6773.8,49770,168602,4647,1.78539,3.35,6.8,5,9,1,102,9
26862829,芳华,2017-12-15,142298.797,29432.301,7612.5,163381,234628,11926,2.57754,3.69831,7.6,5,4,1,136,4
26879060,情圣,2016-12-30,65790.398,17207.1,3409.5,37660,47774,1007,2.33703,3.33445,6.0,2,4,1,116,4
26884354,狮子王,2019-07-12,83386.297,37541.898,9699.0,191819,108678,1359,3.40789,3.33108,7.4,6,10,0,118,3
26885074,叶问4：完结篇,2019-12-20,118167.797,32885.102,9752.5,295118,77604,1367,2.82047,3.00337,6.9,6,8,0,107,2
26891256,阿拉丁,2019-05-24,36816.801,12951.8,2814.2,48343,94522,963,3.54278,3.70903,7.5,7,5,0,128,5
26925317,动物世界,2018-06-29,50966.801,23307.699,7631.6,194088,171774,4305,2.7699,3.39661,7.2,8,5,1,132,10
26926321,缝纫机乐队,2017-09-29,45936.0,7514.7,3776.1,56937,102043,2230,3.22195,3.58983,6.6,2,4,1,117,5
26931786,蜘蛛侠：英雄远征,2019-06-28,141767.906,67735.898,22552.9,502087,164604,1777,4.07462,3.43051,7.7,8,10,0,127,5
26942674,神秘巨星,2018-01-19,74707.602,17514.199,4366.7,46908,124841,4013,3.48718,3.54915,7.7,3,10,0,150,3
26966580,妖铃铃,2017-12-29,36315.801,25104.199,9074.7,128961,42816,518,2.09527,2.59011,4.2,3,4,1,88,9
26985127,一出好戏,2018-08-10,135506.297,53455.301,15179.9,411582,252350,5868,2.78909,3.20736,7.1,5,8,1,134,11
26996640,反贪风暴3,2018-09-14,44299.898,20464.6,7364.2,238568,29966,282,1.81203,3.27138,5.7,9,8,0,97,3
27038183,羞羞的铁拳,2017-09-30,221364.797,31082.9,13297.6,284299,195024,1997,3.51177,3.22559,6.8,4,4,1,100,6
27060077,绿皮书,2019-03-01,47871.801,11501.5,2537.7,40834,352158,6457,3.61222,4.24662,8.9,5,5,0,130,0
27092785,李茶的姑妈,2018-09-30,60438.199,10664.8,10662.8,163719,90483,957,2.29924,2.64286,4.7,2,5,1,113,0
27102569,悲伤逆流成河,2018-09-21,35742.199,7834.9,1277.4,77690,75957,2568,1.66094,2.62457,5.9,6,5,1,104,2
27109633,终结者：黑暗命运,2019-11-01,35530.5,19764.9,6386.9,149017,48327,1471,3.03957,3.36934,6.9,8,7,0,128,1
27110296,无名之辈,2018-11-16,79451.602,6706.6,919.5,15666,273197,6359,3.19515,3.7661,8.1,5,5,1,108,5
27133303,超时空同居,2018-05-18,90307.203,23538.5,5012.0,132125,149728,1989,3.30622,3.4678,6.8,7,5,1,101,6
27163278,速度与激情：特别行动,2019-08-23,143464.594,71295.203,24905.0,634471,71084,1004,2.61218,3.3986,6.3,6,13,0,137,6
27176717,熊出没·变形记,2018-02-16,60551.5,20858.0,7612.8,112979,5312,162,3.90354,4.06164,6.8,5,13,1,89,0
27202819,反贪风暴4,2019-04-04,79904.5,35477.102,7968.8,161080,43863,426,2.07576,3.39661,6.0,6,8,0,96,3
27605698,西虹市首富,2018-07-27,254765.797,90351.203,22713.4,339761,276125,3705,2.58321,2.89831,6.6,2,8,1,118,3
27619748,唐人街探案3,2021-02-12,418705.594,257842.594,101084.102,4468547,361543,7237,1.20076,2.13993,5.6,5,14,1,136,11
27624661,比悲伤更悲伤的故事,2019-03-14,95842.898,33361.398,1982.8,61693,62773,1562,2.20817,2.6633,4.8,3,5,1,106,2
27663742,老师·好,2019-03-22,35566.602,8077.0,1691.8,47570,76516,1346,2.44987,3.19661,6.7,3,5,1,111,2
2973079,霍比特人3：五军之战,2015-01-23,76128.297,31248.6,9009.4,92211,82189,777,2.94646,4.14626,8.5,7,13,0,144,7
3011235,哈利·波特与死亡圣器（下）,2011-08-04,40215.102,19159.9,3960.4,21,134012,2171,3.5617,4.45238,8.9,4,9,0,130,7
30122633,快把我哥带走,2018-08-17,37531.5,12204.8,4968.0,171988,117763,1587,3.03236,3.14966,6.9,4,8,1,115,7
30128916,夺冠,2020-09-25,83650.703,16909.199,5532.7,513671,78137,1403,2.74556,3.14966,7.3,3,6,1,135,11
30163509,飞驰人生,2019-02-05,172823.703,105386.703,32194.9,382360,262721,4071,2.19134,3.47987,6.9,2,10,1,98,8
30166972,少年的你,2019-10-25,155822.703,58858.301,14990.5,1056702,447397,14978,3.6369,3.97643,8.3,9,5,1,135,7
30170448,何以为家,2019-04-29,37684.301,17036.0,1246.3,122484,228733,4407,3.70424,3.76094,9.1,3,5,0,126,2
30171424,拆弹专家2,2020-12-24,131326.703,42033.398,7902.6,310427,152431,2145,3.09952,2.94158,7.7,6,9,1,121,6
30171425,扫毒2天地对决,2019-07-05,131287.297,43851.0,13456.5,320805,71122,1113,2.44341,3.0777,6.0,12,11,1,99,6
30176393,误杀,2019-12-13,133309.5,20387.199,4685.1,55450,226559,3364,2.60863,3.11684,7.7,9,5,1,112,1
30221757,烈火英雄,2019-08-01,170669.297,51745.801,12229.8,164442,100609,2910,2.56169,2.74237,6.5,4,8,1,120,2
3025375,奇异博士,2016-11-04,75019.602,29986.1,8150.4,205273,153033,1282,3.63056,3.62416,7.6,7,6,0,115,6
30282387,银河补习班,2019-07-18,87830.602,35736.301,6471.2,221884,112887,4221,1.7674,2.78716,6.3,3,8,1,147,6
30295905,中国机长,2019-09-30,291238.188,176637.297,20928.199,561040,223590,2388,1.65433,2.59386,6.7,4,5,1,111,4
30331149,白蛇：缘起,2019-01-11,46861.602,4231.7,1028.4,70782,213679,3084,3.86826,3.34797,7.9,6,10,1,99,1
30335059,熊出没·原始时代,2019-02-05,71740.297,42495.102,7407.1,91834,7342,152,3.7534,3.7029,6.6,5,10,1,92,0
30373723,除暴,2020-11-20,53818.0,19763.4,5137.1,76513,62597,758,3.1849,2.51689,6.3,9,6,0,95,4
30377703,来电狂响,2018-12-28,64139.199,16945.699,1792.0,70498,81476,1138,2.35593,3.08696,5.8,5,5,1,103,10
30413052,攀登者,2019-09-30,110284.602,73087.0,16897.9,558579,103618,1953,1.77555,2.60333,6.1,8,5,1,125,7
